21	1	1.12308	1	2.07808e-07	0.0153846	3.59053e-09	34.3869	-80.5032	34.5706	-80.4081	22.1982
21	2	1.12308	1	7.42631e-06	0.0769231	6.41563e-07	34.3869	-80.5032	34.5393	-80.5237	17.0389
21	3	1.12308	1	0.00327782	0.292308	0.00107606	34.3869	-80.5032	34.4571	-80.5324	8.25305
21	4	1.12308	1	1.333e-06	0.153846	2.30317e-07	34.3869	-80.5032	34.2161	-80.4535	19.5169
21	5	1.12308	1	1.21263e-06	0.215385	2.93328e-07	34.3869	-80.5032	34.2118	-80.5335	19.6534
21	6	1.12308	1	3.06459e-10	0.153846	5.29504e-11	34.3869	-80.5032	34.1999	-80.7626	31.6036
21	7	1.12308	1	4.68686e-09	0.107692	5.66861e-10	34.3869	-80.5032	34.1459	-80.5789	27.6687
21	8	1.12308	1	3.88096e-11	0.0461538	2.01167e-12	34.3869	-80.5032	34.1178	-80.6924	34.5848
21	9	1.12308	1	3.26207e-12	0.215385	7.89074e-13	34.3869	-80.5032	34.1005	-80.7323	38.1573
21	10	1.12308	1	2.67758e-12	0.261538	7.86478e-13	34.3869	-80.5032	34.0875	-80.7129	38.4422
21	11	1.12308	1	0.000860946	0.323077	0.000312386	34.3869	-80.5032	34.3761	-80.6135	10.1818
21	12	1.12308	1	5.15551e-06	1.92308	1.11347e-05	34.3869	-80.5032	34.2388	-80.4362	17.5655
21	13	1.12308	1	1.18573e-12	1.95385	2.60186e-12	34.3869	-80.5032	34.081	-80.7248	39.6174
21	14	1.12308	1	7.87351e-06	1.98462	1.75491e-05	34.3869	-80.5032	34.3912	-80.3184	16.9546
21	15	1.12308	1	4.12606e-07	1.12308	5.20421e-07	34.3869	-80.5032	34.5685	-80.4319	21.2087
21	16	1.12308	1	1.04377e-05	1.12308	1.31651e-05	34.3869	-80.5032	34.4896	-80.634	16.5478
21	17	1.12308	1	2.28492e-08	1.12308	2.88197e-08	34.3869	-80.5032	34.4442	-80.7712	25.3833
21	18	1.12308	1	0.0102301	1.12308	0.0129033	34.3869	-80.5032	34.4442	-80.4838	6.61103
21	19	1.12308	1	1.84586e-05	1.12308	2.32819e-05	34.3869	-80.5032	34.4074	-80.3335	15.7253
21	20	1.12308	1	1.96167e-05	1.12308	2.47425e-05	34.3869	-80.5032	34.4009	-80.3335	15.6376
21	22	1.12308	1	0.0016857	1.12308	0.00212618	34.3869	-80.5032	34.3188	-80.5605	9.21244
21	23	1.12308	1	0.000300636	1.12308	0.000379193	34.3869	-80.5032	34.2853	-80.4697	11.6997
21	24	1.12308	1	9.16473e-07	1.12308	1.15595e-06	34.3869	-80.5032	34.2064	-80.5043	20.0574
21	25	1.12308	1	1.11329e-10	1.12308	1.4042e-10	34.3869	-80.5032	34.2053	-80.7885	33.0644
21	26	1.12308	1	3.94716e-07	1.12308	4.97856e-07	34.3869	-80.5032	34.1999	-80.5529	21.2727
21	27	1.12308	1	2.02734e-07	1.12308	2.55709e-07	34.3869	-80.5032	34.1902	-80.5475	22.2339
21	28	1.12308	1	1.58124e-08	1.12308	1.99442e-08	34.3869	-80.5032	34.1599	-80.568	25.9144
21	29	1.12308	1	1.68535e-08	1.12308	2.12574e-08	34.3869	-80.5032	34.1588	-80.5572	25.8224
21	30	1.12308	1	1.73062e-08	1.12308	2.18284e-08	34.3869	-80.5032	34.1578	-80.5475	25.7841
21	31	1.12308	1	4.49028e-12	1.12308	5.6636e-12	34.3869	-80.5032	34.1156	-80.7496	37.6963
21	32	1.12308	1	3.44304e-07	1.12308	4.34271e-07	34.3869	-80.5032	34.5793	-80.4816	21.4698
21	33	1.12308	1	9.95969e-07	1.12308	1.25622e-06	34.3869	-80.5032	34.5663	-80.5021	19.9374
21	34	1.12308	1	2.39772e-07	1.12308	3.02425e-07	34.3869	-80.5032	34.5598	-80.3865	21.9918
21	35	1.12308	1	1.82129e-05	1.12308	2.2972e-05	34.3869	-80.5032	34.5285	-80.4967	15.7447
21	36	1.12308	1	1.53269e-05	1.12308	1.93318e-05	34.3869	-80.5032	34.5274	-80.4654	15.9936
21	37	1.12308	1	1.93433e-05	1.12308	2.43978e-05	34.3869	-80.5032	34.5252	-80.4708	15.6578
21	38	1.12308	1	6.35219e-05	1.12308	8.01202e-05	34.3869	-80.5032	34.5058	-80.4546	13.9424
21	39	1.12308	1	6.96306e-06	1.12308	8.78252e-06	34.3869	-80.5032	34.5036	-80.3811	17.1318
21	40	1.12308	1	0.000126169	1.12308	0.000159138	34.3869	-80.5032	34.4777	-80.5918	12.9524
21	41	1.12308	1	0.00185666	1.12308	0.00234181	34.3869	-80.5032	34.468	-80.5151	9.07307
21	42	1.12308	1	2.34458e-05	1.12308	2.95722e-05	34.3869	-80.5032	34.4626	-80.6437	15.3803
21	43	1.12308	1	0.00783311	1.12308	0.00987991	34.3869	-80.5032	34.4388	-80.5464	6.9962
21	44	1.12308	1	5.12198e-06	1.12308	6.46037e-06	34.3869	-80.5032	34.4064	-80.313	17.5749
21	45	1.12308	1	0.0113139	1.12308	0.0142702	34.3869	-80.5032	34.402	-80.4351	6.46576
21	46	1.12308	1	6.51894e-06	1.12308	8.22235e-06	34.3869	-80.5032	34.402	-80.3162	17.2269
21	47	1.12308	1	0.0565884	1.12308	0.0713751	34.3869	-80.5032	34.3761	-80.5464	4.14335
21	48	1.12308	1	8.74716e-06	1.12308	1.10328e-05	34.3869	-80.5032	34.361	-80.3227	16.8028
21	49	1.12308	1	1.69281e-05	1.12308	2.13515e-05	34.3869	-80.5032	34.3599	-80.3335	15.8502
21	50	1.12308	1	0.00324276	1.12308	0.0040901	34.3869	-80.5032	34.3426	-80.5756	8.26856
21	51	1.12308	1	0.0115359	1.12308	0.0145502	34.3869	-80.5032	34.3318	-80.4816	6.43773
21	52	1.12308	1	6.54085e-09	1.12308	8.24999e-09	34.3869	-80.5032	34.3274	-80.7907	27.1879
21	53	1.12308	1	2.02525e-08	1.12308	2.55445e-08	34.3869	-80.5032	34.3242	-80.7712	25.5573
21	54	1.12308	1	0.00167796	1.12308	0.00211642	34.3869	-80.5032	34.322	-80.4405	9.21907
21	55	1.12308	1	1.11365e-07	1.12308	1.40465e-07	34.3869	-80.5032	34.3091	-80.7367	23.0982
21	56	1.12308	1	2.61385e-08	1.12308	3.29685e-08	34.3869	-80.5032	34.2907	-80.7518	25.1892
21	57	1.12308	1	1.77017e-05	1.12308	2.23272e-05	34.3869	-80.5032	34.2842	-80.6221	15.7858
21	58	1.12308	1	7.67506e-05	1.12308	9.68057e-05	34.3869	-80.5032	34.2799	-80.5767	13.6695
21	59	1.12308	1	9.58338e-05	1.12308	0.000120875	34.3869	-80.5032	34.2669	-80.4956	13.3491
21	60	1.12308	1	3.20617e-08	1.12308	4.04395e-08	34.3869	-80.5032	34.2615	-80.728	24.8946
21	61	1.12308	1	4.55128e-07	1.12308	5.74054e-07	34.3869	-80.5032	34.2518	-80.6642	21.0672
21	62	1.12308	1	2.17688e-05	1.12308	2.7457e-05	34.3869	-80.5032	34.2486	-80.4827	15.4874
21	63	1.12308	1	6.01043e-08	1.12308	7.58096e-08	34.3869	-80.5032	34.2291	-80.6815	23.988
21	64	1.12308	1	1.27648e-07	1.12308	1.61002e-07	34.3869	-80.5032	34.2172	-80.6448	22.9013
21	65	1.12308	1	9.88148e-07	1.12308	1.24635e-06	34.3869	-80.5032	34.214	-80.4448	19.9488
